,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
184,1,0,0,55,3,4,1,1,1,0,0,2,6,8,1,0,4,2,1,0,0,1,0,1
185,1,0,0,55,3,1,1,1,1,0,0,2,6,8,1,0,4,2,1,1,0,0,1,0
186,1,0,0,80,3,2,0,1,1,0,0,2,6,8,1,0,4,2,1,0,0,0,1,0
187,2,0,0,55,0,2,0,1,1,0,0,2,6,8,1,0,4,2,1,1,1,0,1,0
188,2,0,0,55,0,4,1,1,1,0,0,2,6,8,1,0,4,2,1,1,1,0,1,0
189,2,0,0,80,0,1,1,1,1,0,0,2,6,8,1,0,4,2,1,1,0,0,1,1
190,2,0,0,80,0,3,0,1,1,0,0,2,6,8,1,0,4,2,1,0,0,1,0,1
191,2,0,0,55,0,0,1,1,1,0,0,2,6,8,1,0,4,2,1,0,0,0,1,1
192,2,0,0,55,0,2,0,1,1,0,0,2,6,8,1,0,4,2,1,1,0,0,1,0
193,0,0,0,55,2,0,1,0,1,1,0,4,7,7,2,2,2,2,2,0,0,0,1,1
194,0,1,0,80,1,2,0,0,1,1,0,4,7,7,2,2,2,2,2,0,0,0,1,1
195,0,1,0,80,1,3,0,0,1,1,0,4,7,7,2,2,2,2,2,1,0,0,1,1
196,0,1,0,80,2,2,0,0,1,1,0,4,7,7,2,2,2,2,2,1,0,0,1,1
197,0,1,0,80,2,2,1,0,1,1,0,4,7,7,2,2,2,2,2,1,0,0,1,1
198,0,1,0,80,3,0,0,0,1,1,0,4,7,7,2,2,2,2,2,1,0,0,1,1
199,0,1,0,55,2,3,1,0,1,1,0,4,7,7,2,2,2,2,2,1,0,0,1,1
200,0,3,0,80,1,2,0,0,1,1,0,4,7,7,2,2,2,2,2,0,0,0,1,1
201,0,3,0,80,1,1,1,0,1,1,0,4,7,7,2,2,2,2,2,0,0,0,1,1
202,0,3,0,80,1,4,0,0,1,1,0,4,7,7,2,2,2,2,2,0,0,0,1,0
203,0,3,0,80,1,2,0,0,1,1,0,4,7,7,2,2,2,2,2,1,0,0,1,1
204,0,3,0,80,3,0,0,0,1,1,0,4,7,7,2,2,2,2,2,0,0,0,1,1
205,0,3,0,80,3,4,1,0,1,1,0,4,7,7,2,2,2,2,2,1,0,0,1,1
206,1,0,0,55,3,4,1,0,1,1,0,4,7,7,2,2,2,2,2,0,0,1,0,1
207,1,0,0,55,3,1,1,0,1,1,0,4,7,7,2,2,2,2,2,1,0,0,1,1
208,1,0,0,80,3,2,0,0,1,1,0,4,7,7,2,2,2,2,2,0,0,0,1,0
209,2,0,0,55,0,2,0,0,1,1,0,4,7,7,2,2,2,2,2,1,1,0,1,1
210,2,0,0,55,0,4,1,0,1,1,0,4,7,7,2,2,2,2,2,1,1,0,1,1
211,2,0,0,80,0,1,1,0,1,1,0,4,7,7,2,2,2,2,2,1,0,0,1,0
212,2,0,0,80,0,3,0,0,1,1,0,4,7,7,2,2,2,2,2,0,0,1,0,0
213,2,0,0,55,0,0,1,0,1,1,0,4,7,7,2,2,2,2,2,0,0,0,1,0
214,2,0,0,55,0,2,0,0,1,1,0,4,7,7,2,2,2,2,2,1,0,0,1,0
215,0,0,0,55,2,0,1,0,1,0,0,1,0,0,2,0,3,2,1,0,0,0,1,1
216,0,1,0,80,1,2,0,0,1,0,0,1,0,0,2,0,3,2,1,0,0,0,1,1
217,0,1,0,80,1,4,1,0,1,0,0,1,0,0,2,0,3,2,1,0,0,0,1,1
218,0,1,0,80,1,3,0,0,1,0,0,1,0,0,2,0,3,2,1,1,0,0,1,1
219,0,1,0,80,2,2,1,0,1,0,0,1,0,0,2,0,3,2,1,0,0,0,1,1
220,0,1,0,80,2,2,0,0,1,0,0,1,0,0,2,0,3,2,1,1,0,0,1,1
221,0,1,0,80,2,2,1,0,1,0,0,1,0,0,2,0,3,2,1,1,0,0,1,1
222,0,1,0,80,2,0,1,0,1,0,0,1,0,0,2,0,3,2,1,1,0,0,1,1
223,0,1,0,80,3,2,0,0,1,0,0,1,0,0,2,0,3,2,1,0,0,0,1,0
224,0,1,0,80,3,0,0,0,1,0,0,1,0,0,2,0,3,2,1,1,0,0,1,1
225,0,1,0,55,2,2,0,0,1,0,0,1,0,0,2,0,3,2,1,0,0,0,1,0
226,0,1,0,55,2,3,1,0,1,0,0,1,0,0,2,0,3,2,1,1,0,0,1,1
227,0,0,0,55,1,2,0,0,1,0,0,1,0,0,2,0,3,2,1,0,0,0,1,1
228,1,0,0,55,3,4,1,0,1,0,0,1,0,0,2,0,3,2,1,0,0,1,0,1
229,1,0,0,55,3,1,1,0,1,0,0,1,0,0,2,0,3,2,1,1,0,0,1,0
230,1,0,0,80,3,2,0,0,1,0,0,1,0,0,2,0,3,2,1,0,0,0,1,0
231,2,0,0,55,0,2,0,0,1,0,0,1,0,0,2,0,3,2,1,1,1,0,1,1
232,2,0,0,55,0,4,1,0,1,0,0,1,0,0,2,0,3,2,1,1,1,0,1,0
233,2,0,0,80,0,1,1,0,1,0,0,1,0,0,2,0,3,2,1,1,0,0,1,1
234,2,0,0,80,0,3,0,0,1,0,0,1,0,0,2,0,3,2,1,0,0,1,0,1
235,2,0,0,55,0,0,1,0,1,0,0,1,0,0,2,0,3,2,1,0,0,0,1,0
236,2,0,0,55,0,2,0,0,1,0,0,1,0,0,2,0,3,2,1,1,0,0,1,0
237,0,0,0,55,2,0,1,0,3,2,1,5,0,5,0,1,2,1,1,0,0,0,1,1
238,0,1,0,80,1,2,0,0,3,2,1,5,0,5,0,1,2,1,1,0,0,0,1,1
239,0,1,0,80,1,3,0,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,1
240,0,1,0,80,2,2,0,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,0
241,0,1,0,80,2,2,1,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,0
242,0,1,0,80,3,0,0,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,1
243,0,1,0,55,2,3,1,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,1
244,0,2,0,80,1,0,0,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,1
245,0,2,0,80,1,3,0,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,0
246,0,2,0,80,1,4,1,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,0
247,0,2,0,80,2,0,1,0,3,2,1,5,0,5,0,1,2,1,1,0,0,0,1,1
248,0,2,0,55,2,0,1,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,1
249,0,2,0,55,3,2,0,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,0
250,1,0,0,55,3,4,1,0,3,2,1,5,0,5,0,1,2,1,1,0,0,1,0,1
251,1,0,0,55,3,1,1,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,1
252,1,0,0,80,3,2,0,0,3,2,1,5,0,5,0,1,2,1,1,0,0,0,1,0
253,2,0,0,55,0,2,0,0,3,2,1,5,0,5,0,1,2,1,1,1,1,0,1,1
254,2,0,0,55,0,4,1,0,3,2,1,5,0,5,0,1,2,1,1,1,1,0,1,0
255,2,0,0,80,0,1,1,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,1
256,2,0,0,80,0,3,0,0,3,2,1,5,0,5,0,1,2,1,1,0,0,1,0,1
257,2,0,0,55,0,0,1,0,3,2,1,5,0,5,0,1,2,1,1,0,0,0,1,1
258,2,0,0,55,0,2,0,0,3,2,1,5,0,5,0,1,2,1,1,1,0,0,1,0
259,0,0,0,55,2,0,1,0,5,3,1,4,8,1,0,4,1,2,0,0,0,0,1,1
260,0,1,0,80,1,2,0,0,5,3,1,4,8,1,0,4,1,2,0,0,0,0,1,1
261,0,1,0,80,1,3,0,0,5,3,1,4,8,1,0,4,1,2,0,1,0,0,1,0
262,0,1,0,80,2,2,0,0,5,3,1,4,8,1,0,4,1,2,0,1,0,0,1,1
263,0,1,0,80,2,2,1,0,5,3,1,4,8,1,0,4,1,2,0,1,0,0,1,1
264,0,1,0,80,3,0,0,0,5,3,1,4,8,1,0,4,1,2,0,1,0,0,1,0
265,0,1,0,55,2,3,1,0,5,3,1,4,8,1,0,4,1,2,0,1,0,0,1,0
266,0,2,0,80,1,0,0,0,5,3,1,4,8,1,0,4,1,2,0,1,0,0,1,0
267,0,2,0,80,1,3,0,0,5,3,1,4,8,1,0,4,1,2,0,1,0,0,1,0
268,0,2,0,80,1,4,1,0,5,3,1,4,8,1,0,4,1,2,0,1,0,0,1,0
269,0,2,0,55,2,0,1,0,5,3,1,4,8,1,0,4,1,2,0,1,0,0,1,0
270,0,2,0,55,3,2,0,0,5,3,1,4,8,1,0,4,1,2,0,1,0,0,1,1
271,1,0,0,55,3,4,1,0,5,3,1,4,8,1,0,4,1,2,0,0,0,1,0,0
272,1,0,0,80,3,2,0,0,5,3,1,4,8,1,0,4,1,2,0,0,0,0,1,1
273,2,0,0,55,0,2,0,0,5,3,1,4,8,1,0,4,1,2,0,1,1,0,1,1
